"","origin_ID","news_headlines","anger","disgust","fear","joy","sadness","surprise"
"656","1155","Microsoft to release next generation phone",0,0,0,51,0,33
"657","1156","Body Shop's Roddick has Hepatitis C",0,0,18,0,48,43
"658","1157","Teen allegedly armed by mom turns self in",8,7,38,6,25,38
"659","1158","Oxfam: action needed for Chad",0,0,1,11,0,8
"660","1159","Violence continues at disputed holy site",31,2,31,0,38,2
"661","1160","Storm leaves behind major travel troubles",7,0,33,0,53,6
"662","1161","3 U.S. troops killed hunting weapons cache",13,2,30,0,74,1
"663","1162","China's 'Friends' highlights Web freedoms",4,5,6,48,8,16
"664","1163","NATO: Afghanistan peace 'by 2009'",0,0,11,67,17,19
"665","1164","Alaska's northern lights captivate Japanese",0,0,0,52,0,28
"666","1165","Smith can't be buried until hearing",13,16,0,0,59,21
"667","1166","Spacewalker sets new U.S. record",0,0,0,67,0,23
"668","1167","Fortune: India the Superpower? Think again",0,2,12,22,8,46
"669","1168","Kerry blasts 'escalation of misguided war'",44,17,29,16,28,16
"670","1169","Anna Nicole claimant: A prince of a guy?",0,0,0,1,22,27
"671","1170","'Ronnie' and Eto'o hug and make up",0,0,0,52,0,8
"672","1171","Best of the Chicago Auto Show",0,0,0,40,0,11
"673","1172","'Grey's,' 'Betty,' 'Scrubs' get boost",0,0,0,51,0,11
"674","1173","Massive mud traps dozens of families",6,0,56,0,76,32
"675","1174","Edwards blogger quits, becomes journalistic martyr",0,0,14,8,34,40
"676","1175","Town packs gym to mourn 10 killed in fire",4,0,20,0,82,10
"677","1176","Spain ahead although Nadal is out",0,0,7,46,7,28
"678","1177","ECB holds rates at 3.5 percent",0,0,0,18,0,5
"679","1178","Iran rejects US claims of supplying weapons in Iraq",27,15,34,10,18,9
"680","1179","Jakarta begins disinfection",0,0,18,44,6,11
"681","1180","Rowling 'heartbroken,' 'euphoric' at 'Potter's' end",0,0,2,22,44,15
"682","1181","Apple revs up Mac attacks on Vista",5,26,5,12,11,23
"683","1182","Fear hinders black marrow donation",0,0,51,0,42,11
"684","1183","Texan allegedly joined Somalia rebel plot",45,9,19,0,30,29
"685","1184","U.S. to allow 7,000 Iraqi refugees",4,0,12,33,14,28
"686","1185","Japan: Whaling activists 'terrorists'",29,22,43,12,10,5
"687","1186","'Hannibal' bites the big one",0,2,13,5,0,28
"688","1187","Women protest Pakistan demolition",36,26,13,0,26,31
"689","1188","Wii news for gamers",0,0,0,43,0,32
"690","1189","Democrats look beyond symbolic vote on Iraq",6,8,6,28,3,15
"691","1190","Portugal to vote on abortion laws",2,8,10,20,13,24
"692","1191","Frustration rises as North Korea nuclear talks stall",32,9,40,2,27,2
"693","1192","Horse teeth give details of ancient big chill",0,0,12,13,5,61
"694","1193","Scam lures victims with free puppy offer",14,22,11,3,20,33
"695","1194","Two Koreas to resume talks",1,0,5,47,4,11
"696","1195","Mickelson driving force at masters",0,0,0,28,0,9
"697","1196","England opt for Bopara over Loye",0,0,0,15,6,15
"698","1197","Create own 'Thrillville' for a wild ride",0,0,5,33,0,14
"699","1198","Edwards' campaign blogger quits amid Catholic controversy",6,7,10,1,18,33
"700","1199","Judge: Preserve Anna Nicole's body",0,8,0,0,27,26
"701","1200","Dolphins, sea lions may report for duty soon",0,0,1,33,2,12
"702","1201","Nasdaq-LSE battle nears deadline",0,0,26,8,0,13
"703","1202","A personal plea for HPV vaccine plan",0,0,13,20,19,13
"704","1203","U.S. opens door for Iraqi refugees",2,0,19,46,10,31
"705","1204","Swiss plane crashes at Moscow airport",7,0,31,0,82,17
"706","1205","Study: napping might help heart",0,0,0,57,0,30
"707","1206","MySpace sales surging",0,0,2,59,2,19
"708","1207","Telecoms giant slashes 12,500 jobs",11,0,19,0,67,24
"709","1208","Air France KLM profit rises",0,0,0,59,0,15
"710","1209","Uganda parliament votes to send troops to Somalia",8,1,39,16,22,13
"711","1210","King and queen reign at British film awards",0,0,0,53,0,23
"712","1211","Murphys rule box office with 'Norbit'",0,0,0,42,7,28
"713","1212","Thousands rally in Lebanon",23,8,45,0,19,20
"714","1213","Yahoo's mission quest",0,0,0,13,0,10
"715","1214","Area should get 3-5 inches of snow today",0,0,2,28,0,16
"716","1215","Miss Brazil wins lawsuit competition",0,0,6,58,0,21
"717","1216","Snow wreaks havoc in East, Midwest",3,0,44,0,54,18
"718","1217","The secrets people reveal",0,6,6,0,0,34
"719","1218","Research supports medicinal marijuana",0,0,3,32,4,60
"720","1219","All African amputee football games kick off",3,0,3,52,17,16
"721","1220","Group: Video shows chopper go down",9,0,26,0,60,23
"722","1221","Sale of Chrysler possible",0,0,0,35,16,19
"723","1222","Russia condemns terrorist acts on buses outside Beirut",37,14,43,13,47,5
"724","1223","Technology may save India's river dolphins",0,0,5,66,12,20
"725","1224","Airbus A380 superjumbo takes off",0,0,0,59,3,17
"726","1225","Naps are great for chaps",0,0,0,60,0,31
"727","1226","Female astronaut sets record",0,0,0,67,0,21
"728","1227","Corn stoves popping up in U.S. homes",0,0,0,13,0,37
"729","1228","Iraq closes borders with Syria and Iran",14,12,38,0,42,24
"730","1229","The troubling ending of 'The Departed'",11,2,15,0,36,27
"731","1230","Vietnamese bank plans IPO listing",0,0,0,23,0,6
"732","1231","Toyota's Scion parks in Second Life",0,0,0,17,4,18
"733","1232","Obama will run in 2008",0,0,0,49,0,11
"734","1233","'Cagney and Lacey' finally coming to DVD",0,0,0,47,0,22
"735","1234","Merkel: Stop Iran",25,0,50,0,12,12
"736","1235","Salt Lake City mall shooter was teenager",14,1,19,0,54,50
"737","1236","Female astronaut sets record",0,0,0,68,0,35
"738","1237","Oil holds at $58",4,0,3,12,10,10
"739","1238","Obama announces presidential bid",0,0,0,37,0,28
"740","1239","Tell your boss: Naps are good for you",0,0,0,40,0,36
"741","1240","Serbia rejects United Nation's Kosovo plan",28,10,12,0,23,15
"742","1241","Amish discuss shootings",4,1,28,0,31,10
"743","1242","Jail me, I ate Ivory Coast chocolate",1,17,1,7,0,25
"744","1243","Can North Korea be trusted?",15,14,21,0,6,8
"745","1244","Tourism lags in Bush's hometown",0,0,0,0,20,14
"746","1245","Astronaut's arrest tests NASA's mettle",7,0,4,0,16,50
"747","1246","Man gets second chance at space ride",0,0,6,55,0,20
"748","1247","Go ahead, take a nap, science says",0,0,0,39,0,40
"749","1248","Weekly Nielsen will 'Lost' find its way back?",0,0,11,17,9,11
"750","1249","Brith Airways baggage charges cause confusion",5,13,4,0,14,18
"751","1250","Indonesian with bird flu dies",0,0,45,0,73,21
"752","1251","St. Louis poised for entertainment upswing",0,0,0,54,0,15
"753","1252","New York City may ban iPods while crossing street",3,0,8,25,16,28
"754","1253","Boy allegedly told to kill by mom gives up",21,14,9,16,56,33
"755","1254","Gray wolves off endangered list",0,0,18,55,6,12
"756","1255","Vista's hyped security will be tested",0,0,8,9,0,1
"757","1256","UK police slammed over terror raid",23,11,48,0,15,17
"758","1257","Mogadishu residents flee blasts",4,0,35,8,22,14
"759","1258","Bomb kills 18 on military bus in Iran",2,1,65,0,85,21
"760","1259","'WarioWare,' Wii make perfect fit",0,0,0,27,0,12
"761","1260","U.S. at odds with cleric's aide",11,2,27,0,11,8
"762","1261","Desperate Iraqi mother relies on militia for help",14,3,21,0,67,21
"763","1262","Full details of the EU report on Iran",6,0,14,12,11,16
"764","1263","Singer on Cowell: Glad he was mean",0,4,0,20,2,8
"765","1264","Jones faces Europe meetings snub",4,2,6,0,21,9
"766","1265","Beckham goal helps Real snatch win",0,0,0,53,0,12
"767","1266","Guinea: Plan offices close as country declares emergency",0,0,43,0,17,14
"768","1267","Japan's economy grows",0,0,0,62,0,15
"769","1268","United Nations peacekeepers raid Haitian slum",3,0,7,28,22,20
"770","1269","Work starts on Arctic seed vault",0,0,1,45,0,21
"771","1270","Social networking goes mobile",0,0,0,45,0,20
"772","1271","Beauticians cut, curl, offer stroke-prevention info",0,0,0,40,1,29
"773","1272","Siesta cuts risk of heart disease death, study finds",0,0,6,49,3,55
"774","1273","Thomas Cook to merge with MyTravel",0,0,0,29,0,20
"775","1274","Nap your way to a successful career",0,0,0,37,0,29
"776","1275","Village buried by 100 inches of snow",3,0,47,1,50,21
"777","1276","Oprah announces new book club pick",0,0,0,39,0,23
"778","1277","The science of love ... and lust",0,1,1,23,0,8
"779","1278","Northeaster cancels flights, shuts schools",11,1,11,0,47,20
"780","1279","Napping may be good for your heart",0,0,0,51,0,35
"781","1280","Ryan O'Neal injured son's girlfriend",32,1,11,0,51,32
"782","1281","Chrysler's Valentine's Day massacre",0,13,46,2,60,22
"783","1282","Madrid bombings trial begins",1,0,46,34,36,13
"784","1283","Fight starts over HPV vaccine",14,22,10,14,11,11
"785","1284","Autos drive European gains",0,0,1,48,0,19
"786","1285","James Brown's partner can get her things",0,0,2,21,6,4
"787","1286","Auto show canceled",0,0,0,2,35,17
"788","1287","UK luxury maker Burberry: 'Made in China'?",0,1,0,0,3,30
"789","1288","On-the-job naps might cut heart risk",0,0,4,43,0,42
"790","1289","No. 1 Florida survives Rupp Arena, streak hits 16",0,0,0,39,0,6
"791","1290","J.K. Rowling marks spot of 'Potter's' end",0,0,2,6,36,21
"792","1291","Gronholm takes a commanding lead",0,0,0,37,0,6
"793","1292","Howard slams Obama on Iraq policy",29,18,9,1,8,12
"794","1293","Manila hints at ransom approval",3,1,8,0,16,11
"795","1294","Champion Murray too good for Kim",0,4,0,8,3,7
"796","1295","G7: Yen skates by, yuan singled out",2,0,4,8,15,6
"797","1296","Gunman 'was Srebrenica survivor'",4,0,19,7,17,30
"798","1297","Cutting through the clutter to get things done",0,3,9,21,9,14
"799","1298","Mother: Lohan is doing 'great' in rehab",2,0,10,47,17,19
"800","1299","Who's going to win at the Grammys?",0,0,1,31,0,20
"801","1300","Libby defense upsets judge, rests",9,13,7,0,12,31
"802","1301","Breakup rings find new homes",0,0,2,17,31,10
"803","1302","Gronholm ahead as Solberg crashes",0,0,0,37,11,9
"804","1303","'Norbit' a waste of Murphy",0,8,0,0,20,6
"805","1304","Rocky start for Bangkok airport",0,0,8,19,14,20
"806","1305","12 dead in Lebanese minibus bombings",11,0,61,0,87,9
"807","1306","Sex torture claims hit Russia army",25,45,21,0,35,20
"808","1307","Mega-marsupials once roamed Australia",0,0,2,7,4,52
"809","1308","Rupert Murdoch's secret TiVo",0,0,3,3,0,23
"810","1309","UPDATE 1-Plane crashes at Moscow airport, no passengers",3,0,42,16,50,29
"811","1310","HPV vaccination stirs heated debate in America",30,0,20,6,10,38
"812","1311","Court TV: Accused killer tells jury a love story",8,17,16,3,14,45
"813","1312","Whistle-blowing Web site exposed",0,0,7,22,7,37
"814","1313","Start late, retire rich",0,0,0,32,1,32
"815","1314","Somali PM vows to bring Islamists to justice",30,17,15,18,17,4
"816","1315","Swingers more common than most think",0,3,5,8,11,29
"817","1316","Anna Nicole Smith fans mourn in cyberspace",3,0,0,0,70,7
"818","1317","Antibiotic Ketek more dangerous than thought",9,0,56,0,8,44
"819","1318","Time to book your cruise",0,0,0,45,0,19
"820","1319","'Blazing Angels' for PS3 fails to soar",0,0,12,4,42,12
"821","1320","North Korea aid demand stall talks",7,0,12,0,29,13
"822","1321","Cartoon Network head steps down",0,0,13,4,43,28
"823","1322","Malaysia aggressively wooing tourists",1,0,4,49,0,27
"824","1323","Anna Nicole Smith's Bahamas home seized",2,5,9,1,49,19
"825","1324","Andromeda involved in galactic collision",0,0,19,0,27,48
"826","1325","Rwanda mulling 3-kid limit for families",0,0,5,36,13,32
"827","1326","Wilkinson sets record in tame win",0,0,0,57,0,18
"828","1327","Army engineers say dam safe",0,0,12,43,0,16
"829","1328","France: Al Qaeda suspects arrested",8,4,43,31,12,17
"830","1329","Utah gunman survived Srebrenica",7,9,10,15,12,13
"831","1330","Creating a whole album in a month?",0,0,0,22,0,42
"832","1331","India to test new nuclear missile",10,4,71,0,24,22
"833","1332","G7 to China: Ease exchange rate grip",4,3,10,0,13,15
"834","1333","Hatton hands back IBF title again",2,5,0,17,16,7
"835","1334","Bernanke: Economy healthy, but...",0,0,16,8,9,12
"836","1335","Mickelson, Sutherland share lead",0,0,0,37,0,6
"837","1336","Napping is good for your heart, study finds",0,0,0,51,0,42
"838","1337","Princess Masako author: No regrets",0,0,0,10,3,11
"839","1338","Students use IM-lingo in essays",0,7,8,1,10,38
"840","1339","Malaysia launches tourism campaign",0,0,0,54,0,27
"841","1340","Study: Africa's Internet gap getting wider",2,0,7,0,52,12
"842","1341","Travel chaos as heavy snow hits UK",4,7,32,0,28,20
"843","1342","Paula Abdul: 'I have never been drunk'",1,4,0,6,1,24
"844","1343","Salmonella outbreak traced to peanut butter",4,0,70,0,16,19
"845","1344","Putin: U.S. force fostering nuke ambitions",27,0,43,0,13,11
"846","1345","Nuke detectors to ring New York, official says",0,0,45,12,8,12
"847","1346","Double bus-bombing kills three in Lebanon",10,0,65,0,81,20
"848","1347","Davydenko out as seeds scattered",0,0,2,8,16,19
"849","1348","Obama: I'm running for president",0,0,0,31,0,20
"850","1349","Paterson boots Scotland to victory",0,0,0,58,0,9
"851","1350","African-Americans are organ donors these days, but what about bone marrow?",0,0,14,13,12,25
"852","1351","Study: On-the-job naps might help heart",0,0,2,44,0,40
"853","1352","Guinea capital largely calm under curfew, marital law",0,0,40,21,9,20
"854","1353","Bosses sleeping on idea of letting workers take naps",0,0,3,20,10,39
"855","1354","Teacher's porn conviction sparks tech debate",29,42,16,0,18,30
"856","1355","Singapore pampers its waterfront promenade",0,0,0,44,0,19
"857","1356","Rwanda mulls three-child limit",0,0,3,24,14,32
"858","1357","Samsung settles price-fixing lawsuit",5,5,7,29,8,13
"859","1358","Radical cleric al-Sadr in Iran, U.S. insists",14,12,35,0,18,24
"860","1359","Reports: Harvard set to name first female president",0,0,0,60,4,33
"861","1360","Iraq unveils new security plans",0,4,33,15,12,34
"862","1361","University offers support to New Orleans school",0,0,0,54,0,20
"863","1362","Storm causes slick, icy roads",2,4,39,0,21,5
"864","1363","South Korea fire kills 10 foreigners",0,1,40,0,75,27
"865","1364","Prehistoric lovers found locked in eternal embrace",0,0,0,45,12,48
"866","1365","Charts: Is your city lean or lethargic?",0,0,4,5,4,9
"867","1366","Peru leader questioned in massacre probe",28,17,19,14,30,14
"868","1367","U.S. commander: Iraq not hopeless",7,10,12,34,12,20
"869","1368","Australian PM stands by Obama attack",1,8,4,16,7,15
"870","1369","Mardi Gras rebound in the offing for New Orleans?",2,0,3,47,3,27
"871","1370","Siestas may cut heart disease risk",0,0,4,54,2,30
"872","1371","Oregon snorkeler mistaken for rodent, shot in face",8,0,22,0,73,26
"873","1372","Petraeus takes command in Iraq",11,5,21,8,5,8
"874","1373","6 dead after Utah Mall shooting rampage",36,0,43,0,76,22
"875","1374","Sharks kill four people in 'dull' year",3,0,41,0,67,23
"876","1375","Record-shattering day on Wall St.",0,0,0,52,0,29
"877","1376","Comedian says government silences critics",4,11,6,7,13,11
"878","1377","Rockers big winners at Brit Awards",0,0,0,64,0,13
"879","1378","Samba school leader killed before Rio carnival",13,0,34,4,83,25
"880","1379","Taiwan's 'Mr. Clean' indicted, steps down",0,8,4,12,41,26
"881","1380","Woman fights to keep drunken driver in jail",54,15,17,25,6,19
"882","1381","Al Qaeda group calls for attacks on U.S. oil",49,10,78,0,15,20
"883","1382","Cousin: Gunman was Srebrenica survivor",9,2,13,15,16,13
"884","1383","Turkmenistan votes for president",0,0,0,33,0,11
"885","1384","Here is some advice to take to heart...",0,0,0,12,0,17
"886","1385","10 don't-miss tax breaks",0,0,4,6,2,6
"887","1386","Police break up Kosovo protests",37,0,10,20,17,10
"888","1387","Messi makes Barcelona squad return",0,0,0,14,13,13
"889","1388","Jump reported in accidental drug-overdose deaths",3,0,21,0,77,23
"890","1389","Catania punished for fan violence",27,0,11,0,44,13
"891","1390","Isinbayeva sets 20th world record",0,0,0,69,0,31
"892","1391","Lawmakers blast FDA drug safety oversight",31,9,15,14,26,14
"893","1392","Regular naps make hearts healthy",0,0,2,47,0,41
"894","1393","Ice stops trolleys cold",0,0,9,0,29,0
"895","1394","U.S. gunman 'was Srebrenica survivor'",7,9,14,12,18,27
"896","1395","Outdated baby food found on shelves",9,37,14,0,33,21
"897","1396","Tow truck drivers accused of stealing cars",17,28,13,0,17,11
"898","1397","Bush: It's time for Congress to back energy plan",7,11,15,21,13,2
"899","1398","UK soldiers cleared of Iraq abuse",2,10,6,33,5,12
"900","1399","FDA revises label warnings on the antibiotic Ketek",11,5,19,34,8,17
"901","1400","Toshiba Portege R400",0,0,0,7,0,7
"902","1401","South Africa mourns Adelaide Tambo",0,0,0,0,76,7
"903","1402","Evacuees can return home after plant blast",6,0,14,51,16,15
"904","1403","Anna Nicole Smith's body lies in legal limbo",0,0,0,0,68,18
"905","1404","Former teacher poses for Playboy",4,15,0,17,12,34
"906","1405","France rejects Rwandan investigators",30,5,13,0,25,19
"907","1406","A nap a day may keep the heart doctor away",0,0,2,40,0,44
"908","1407","Higley, Gonzalez lead in Malaysia",3,4,5,25,10,12
"909","1408","Grammys ready to name winners",0,0,0,40,0,18
"910","1409","Pound will not drop Armstrong case",9,0,4,5,3,9
"911","1410","Reunited Police to start world tour in May",0,0,0,39,0,7
"912","1411","Turkmen acting leader sworn in as new president",0,0,0,33,0,13
"913","1412","Allen and Okur get All-Star call",0,0,0,37,0,9
"914","1413","Svindal claims are golden double",0,0,0,22,0,4
"915","1414","Trolley Square shooting leaves 6 dead, including gunman",12,0,57,0,87,18
"916","1415","Bridge blast stops I-95 traffic",7,0,51,0,28,24
"917","1416","Mother, daughter stabbed near school",5,4,49,0,74,25
"918","1417","Excerpt: Politicians and the press",0,11,3,0,0,0
"919","1418","North Korea gets 'money and respect'",1,0,2,24,2,12
"920","1419","Beyonce in a bikini as SI's swimsuit cover model",4,4,2,24,5,7
"921","1420","Loving with all your ... brain",0,0,0,32,0,40
"922","1421","Shoplifters' choice: Police or T-shirt of shame",17,21,8,11,11,32
"923","1422","Cuban official: Web a 'wild colt'",0,0,18,0,8,9
"924","1423","Slow 'Music and Lyrics'",0,0,0,20,0,6
"925","1424","Mexican navy helps in hunt for U.S. engineer",0,0,9,36,10,17
"926","1425","Smith baby may not be pot of gold",0,2,3,5,19,16
"927","1426","Latest updates on world's top stories",0,0,2,0,0,2
"928","1427","Beating leaves teen in coma",44,13,31,0,82,13
"929","1428","Tiempo Libre has Grammy dreams",0,0,0,42,0,11
"930","1429","GPS sneakers locate with press of a button",0,1,0,22,0,34
"931","1430","Embattled Edwards blogger quits campaign",2,0,0,0,20,19
"932","1431","Britons deported from Somalia held under Terrorism Act",19,15,42,0,25,14
"933","1432","Updates on world's top stories",0,0,2,0,0,1
"934","1433","Breast cancer drug promises hope",0,0,10,57,8,24
"935","1434","Ancient coin shows Cleopatra was no beauty",0,0,0,0,0,60
"936","1435","YouTube yields surprising payback",0,0,0,40,0,53
"937","1436","Up to 22 inches of snow in forecast",0,0,14,4,6,48
"938","1437","Werder make 10-man Ajax pay price",0,3,0,22,3,6
"939","1438","EU condemns 'illegal' CIA flights",45,13,15,27,25,5
"940","1439","Report links humans to global warming",21,12,47,0,31,8
"941","1440","UN nuclear watchdog slashes Iran aid",22,8,10,11,15,13
"942","1441","Survey: Tech a tool in teen dating abuse",7,23,10,6,43,18
"943","1442","The breast cancer breakthrough saving 1000 women a year",3,0,4,55,3,39
"944","1443","Tourist spot resists gravity, but not progress",0,0,4,8,17,3
"945","1444","The NFL's 20 biggest potential free agents",0,0,0,28,0,9
"946","1445","World tourism sets record in 2006",0,0,0,55,0,21
"947","1446","BA to charge $470 for an extra bag",17,9,11,0,15,23
"948","1447","Kuerten returns to winners' circle",0,0,0,41,0,17
"949","1448","World's oldest newspaper now exists only online",0,0,4,26,30,33
"950","1449","Japanese whaler afire in Antarctic",8,7,13,0,40,8
"951","1450","EU document: Iranian bomb unstoppable",12,0,60,0,28,19
"952","1451","U.S. urged to lead on 'green' actions",3,0,9,32,9,9
"953","1452","See if your city is one of the United States' top 10 fittest or fattest",5,7,13,11,11,32
"954","1453","Lee in pre-World Cup injury scare",0,0,33,0,21,6
"955","1454","New cancer drug to save a thousand lives a year",3,0,5,65,5,42
"956","1455","Ex-teacher guilty in nude-pictures scheme",17,68,15,0,15,30
"957","1456","Fire extinguisher part of Tennessee execution kit",8,24,12,13,12,31
"958","1457","Founder returns to Dell helm",0,0,0,38,0,23
"959","1458","Charles Gibson takes over first place",0,0,0,43,0,16
"960","1459","Ex-Border Patrol agent beaten in prison",24,9,14,0,61,25
"961","1460","'Made in China' irks some Burberry shoppers",30,22,0,0,10,19
"962","1461","Stonehenge workers' village found",0,0,0,17,0,55
"963","1462","Who is Prince Frederic von Anhalt?",0,0,0,3,0,11
"964","1463","Latest food-fad -- 'space potatoes'",0,5,9,1,9,30
"965","1464","Ethiopia readies for millennium all its own",3,0,11,22,12,21
"966","1465","Good news for slackers: Naps may cut risk for heart problems",0,0,3,50,1,42
"967","1466","Snowbirds shortening their Florida stays",5,0,9,0,26,22
"968","1467","Win a (concert) date with the Police",0,0,10,33,6,12
"969","1468","Snow begins, heavy accumulations expected",2,0,37,4,11,11
"970","1469","Jet flips in snowstorm, none dead",0,0,30,35,29,18
"971","1470","Frantic 911 call in Ryan O'Neal case",0,0,28,0,15,30
"972","1471","Durant's success trumps the Gators",0,0,0,43,0,8
"973","1472","Scientist snoops in astronauts' journals",4,30,9,4,8,19
"974","1473","YouTube founders split $650M payout",0,0,0,38,0,23
"975","1474","African nation hopes Whoopi can help",0,0,1,35,1,12
"976","1475","United hang on to six-point lead",0,0,2,29,2,7
"977","1476","Lawyer seizes Smith's Bahamas home",3,0,9,0,42,11
"978","1477","Was Prince's super show too revealing?",0,7,11,7,4,28
"979","1478","Clijsters looks for a long goodbye",0,0,6,4,33,18
"980","1479","Snow's too deep even for snowmobiles",2,2,29,0,15,40
"981","1480","Study: Female seals picky about mates",0,0,0,5,0,39
"982","1481","ROUNDUP: Protests erupt despite ""state of siege"" In Guinea",42,3,35,0,20,18
"983","1482","Study: More kids exposed to online porn",35,64,44,0,28,12
"984","1483","Beyonce new SI bikini cover girl",0,4,2,26,5,2
"985","1484","Marijuana helps ease HIV nerve pain, study says",0,0,9,33,12,67
"986","1485","Serena misses Bangalore tournament",0,0,3,0,36,11
"987","1486","Dryer blamed for fire killing 39 cats, dogs",10,3,11,0,74,25
"988","1487","Roddick, Murray score in San Jose",0,0,0,27,0,7
"989","1488","Apple trademark dispute settled",12,0,0,32,6,10
"990","1489","U.S. online love brokers eye China",0,5,6,1,21,18
"991","1490","U.S. diverts troops to fight Taliban",30,0,28,15,20,17
"992","1491","'House of Cards' actor Ian Richardson dead",0,0,7,0,81,7
"993","1492","Taliban leader killed in airstrike",3,0,22,29,53,14
"994","1493","Escape to Prague without the summer hordes",0,0,0,34,0,24
"995","1494","Kathmandu: First snow in 63 years",2,2,12,4,15,77
"996","1495","Nasdaq fails in bid for LSE",0,1,3,0,41,12
"997","1496","Ex-pastor gets death sentence",5,6,12,0,73,44
"998","1497","Baby born on turnpike after dad misses exit",0,0,11,34,13,57
"999","1498","Study links chimps and 'hammers'",0,0,0,14,0,43
"1000","1499","UN-Google Earth map climate change",10,6,14,41,17,31
